"fdr_adj","fdr_raw","fpr_adj","fpr_raw","power_adj","power_raw","bias","rmse","ci_coverage","n_genes_scored","n_true_de","scenario","seed","model"
1,1,0.00100200400801603,0.0761523046092184,NA,NA,NA,NA,NA,998,0,"null","24","deseq2_pb"
1,1,0.003,0.084,NA,NA,NA,NA,NA,1000,0,"null","25","dream_napari"
1,1,0.003,0.084,NA,NA,NA,NA,NA,1000,0,"null","25","dream_quint"
1,1,0.699,0.846,NA,NA,NA,NA,NA,1000,0,"null","25","seurat_blind"
1,1,0.689,0.839,NA,NA,NA,NA,NA,1000,0,"null","25","seurat_napari"
1,1,0.689,0.839,NA,NA,NA,NA,NA,1000,0,"null","25","seurat_quint"
1,1,0.706,0.846,NA,NA,NA,NA,NA,1000,0,"null","25","wilcoxon"
1,1,0.001,0.066,NA,NA,NA,NA,NA,1000,0,"null","25","deseq2_pb"
1,1,0.002,0.084,NA,NA,NA,NA,NA,1000,0,"null","26","dream_blind"
1,1,0.003,0.077,NA,NA,NA,NA,NA,1000,0,"null","26","dream_napari"
1,1,0.003,0.077,NA,NA,NA,NA,NA,1000,0,"null","26","dream_quint"
1,1,0.67,0.824,NA,NA,NA,NA,NA,1000,0,"null","26","seurat_blind"
1,1,0.673,0.833,NA,NA,NA,NA,NA,1000,0,"null","26","seurat_napari"
1,1,0.673,0.833,NA,NA,NA,NA,NA,1000,0,"null","26","seurat_quint"
1,1,0.674,0.823,NA,NA,NA,NA,NA,1000,0,"null","26","wilcoxon"
NA,1,0,0.081,NA,NA,NA,NA,NA,1000,0,"null","26","deseq2_pb"
1,1,0.001,0.078,NA,NA,NA,NA,NA,1000,0,"null","27","dream_blind"
1,1,0.001,0.076,NA,NA,NA,NA,NA,1000,0,"null","27","dream_napari"
1,1,0.001,0.076,NA,NA,NA,NA,NA,1000,0,"null","27","dream_quint"
1,1,0.678,0.819,NA,NA,NA,NA,NA,1000,0,"null","27","seurat_blind"
1,1,0.674,0.831,NA,NA,NA,NA,NA,1000,0,"null","27","seurat_napari"
1,1,0.674,0.831,NA,NA,NA,NA,NA,1000,0,"null","27","seurat_quint"
1,1,0.67,0.826,NA,NA,NA,NA,NA,1000,0,"null","27","wilcoxon"
NA,1,0,0.0721442885771543,NA,NA,NA,NA,NA,998,0,"null","27","deseq2_pb"
1,1,0.015,0.098,NA,NA,NA,NA,NA,1000,0,"null","28","dream_blind"
1,1,0.01,0.093,NA,NA,NA,NA,NA,1000,0,"null","28","dream_napari"
1,1,0.01,0.093,NA,NA,NA,NA,NA,1000,0,"null","28","dream_quint"
1,1,0.673,0.824,NA,NA,NA,NA,NA,1000,0,"null","28","seurat_blind"
1,1,0.68,0.821,NA,NA,NA,NA,NA,1000,0,"null","28","seurat_napari"
1,1,0.68,0.821,NA,NA,NA,NA,NA,1000,0,"null","28","seurat_quint"
1,1,0.67,0.827,NA,NA,NA,NA,NA,1000,0,"null","28","wilcoxon"
1,1,0.003,0.078,NA,NA,NA,NA,NA,1000,0,"null","28","deseq2_pb"
1,1,0.001001001001001,0.0970970970970971,NA,NA,NA,NA,NA,999,0,"null","29","dream_blind"
1,1,0.001001001001001,0.0950950950950951,NA,NA,NA,NA,NA,999,0,"null","29","dream_napari"
1,1,0.001001001001001,0.0950950950950951,NA,NA,NA,NA,NA,999,0,"null","29","dream_quint"
1,1,0.666,0.818,NA,NA,NA,NA,NA,1000,0,"null","29","seurat_blind"
1,1,0.656,0.821,NA,NA,NA,NA,NA,1000,0,"null","29","seurat_napari"
1,1,0.656,0.821,NA,NA,NA,NA,NA,1000,0,"null","29","seurat_quint"
1,1,0.671,0.827,NA,NA,NA,NA,NA,1000,0,"null","29","wilcoxon"
1,1,0.00300902708124373,0.102306920762287,NA,NA,NA,NA,NA,997,0,"null","29","deseq2_pb"
1,1,0.012,0.083,NA,NA,NA,NA,NA,1000,0,"null","3","dream_napari"
1,1,0.012,0.083,NA,NA,NA,NA,NA,1000,0,"null","3","dream_quint"
1,1,0.722,0.857,NA,NA,NA,NA,NA,1000,0,"null","3","seurat_blind"
1,1,0.716,0.841,NA,NA,NA,NA,NA,1000,0,"null","3","seurat_napari"
1,1,0.716,0.841,NA,NA,NA,NA,NA,1000,0,"null","3","seurat_quint"
1,1,0.722,0.853,NA,NA,NA,NA,NA,1000,0,"null","3","wilcoxon"
1,1,0.001,0.095,NA,NA,NA,NA,NA,1000,0,"null","3","deseq2_pb"
1,1,0.008,0.083,NA,NA,NA,NA,NA,1000,0,"null","30","dream_blind"
1,1,0.008,0.08,NA,NA,NA,NA,NA,1000,0,"null","30","dream_napari"
1,1,0.008,0.08,NA,NA,NA,NA,NA,1000,0,"null","30","dream_quint"
1,1,0.64,0.8,NA,NA,NA,NA,NA,1000,0,"null","30","seurat_blind"
1,1,0.642,0.791,NA,NA,NA,NA,NA,1000,0,"null","30","seurat_napari"
1,1,0.642,0.791,NA,NA,NA,NA,NA,1000,0,"null","30","seurat_quint"
1,1,0.637,0.801,NA,NA,NA,NA,NA,1000,0,"null","30","wilcoxon"
1,1,0.00400801603206413,0.0711422845691383,NA,NA,NA,NA,NA,998,0,"null","30","deseq2_pb"
1,1,0.004,0.08,NA,NA,NA,NA,NA,1000,0,"null","31","dream_blind"
1,1,0.004,0.081,NA,NA,NA,NA,NA,1000,0,"null","31","dream_napari"
1,1,0.004,0.081,NA,NA,NA,NA,NA,1000,0,"null","31","dream_quint"
1,1,0.642,0.818,NA,NA,NA,NA,NA,1000,0,"null","31","seurat_blind"
1,1,0.645,0.814,NA,NA,NA,NA,NA,1000,0,"null","31","seurat_napari"
1,1,0.645,0.814,NA,NA,NA,NA,NA,1000,0,"null","31","seurat_quint"
1,1,0.635,0.818,NA,NA,NA,NA,NA,1000,0,"null","31","wilcoxon"
1,1,0.002,0.067,NA,NA,NA,NA,NA,1000,0,"null","31","deseq2_pb"
1,1,0.002,0.102,NA,NA,NA,NA,NA,1000,0,"null","32","dream_blind"
1,1,0.002,0.101,NA,NA,NA,NA,NA,1000,0,"null","32","dream_napari"
1,1,0.002,0.101,NA,NA,NA,NA,NA,1000,0,"null","32","dream_quint"
1,1,0.661,0.811,NA,NA,NA,NA,NA,1000,0,"null","32","seurat_blind"
1,1,0.668,0.804,NA,NA,NA,NA,NA,1000,0,"null","32","seurat_napari"
1,1,0.668,0.804,NA,NA,NA,NA,NA,1000,0,"null","32","seurat_quint"
1,1,0.659,0.816,NA,NA,NA,NA,NA,1000,0,"null","32","wilcoxon"
NA,1,0,0.081,NA,NA,NA,NA,NA,1000,0,"null","32","deseq2_pb"
1,1,0.004,0.098,NA,NA,NA,NA,NA,1000,0,"null","33","dream_blind"
1,1,0.004,0.094,NA,NA,NA,NA,NA,1000,0,"null","33","dream_napari"
1,1,0.004,0.094,NA,NA,NA,NA,NA,1000,0,"null","33","dream_quint"
1,1,0.679,0.817,NA,NA,NA,NA,NA,1000,0,"null","33","seurat_blind"
1,1,0.674,0.816,NA,NA,NA,NA,NA,1000,0,"null","33","seurat_napari"
1,1,0.674,0.816,NA,NA,NA,NA,NA,1000,0,"null","33","seurat_quint"
1,1,0.675,0.814,NA,NA,NA,NA,NA,1000,0,"null","33","wilcoxon"
1,1,0.001001001001001,0.0700700700700701,NA,NA,NA,NA,NA,999,0,"null","33","deseq2_pb"
1,1,0.003,0.079,NA,NA,NA,NA,NA,1000,0,"null","34","dream_blind"
1,1,0.003,0.078,NA,NA,NA,NA,NA,1000,0,"null","34","dream_napari"
1,1,0.003,0.078,NA,NA,NA,NA,NA,1000,0,"null","34","dream_quint"
1,1,0.711,0.849,NA,NA,NA,NA,NA,1000,0,"null","34","seurat_blind"
1,1,0.701,0.848,NA,NA,NA,NA,NA,1000,0,"null","34","seurat_napari"
1,1,0.701,0.848,NA,NA,NA,NA,NA,1000,0,"null","34","seurat_quint"
1,1,0.712,0.844,NA,NA,NA,NA,NA,1000,0,"null","34","wilcoxon"
1,1,0.003003003003003,0.0800800800800801,NA,NA,NA,NA,NA,999,0,"null","34","deseq2_pb"
1,1,0.002,0.081,NA,NA,NA,NA,NA,1000,0,"null","35","dream_blind"
1,1,0.002,0.08,NA,NA,NA,NA,NA,1000,0,"null","35","dream_napari"
1,1,0.002,0.08,NA,NA,NA,NA,NA,1000,0,"null","35","dream_quint"
1,1,0.683,0.837,NA,NA,NA,NA,NA,1000,0,"null","35","seurat_blind"
1,1,0.672,0.817,NA,NA,NA,NA,NA,1000,0,"null","35","seurat_napari"
1,1,0.672,0.817,NA,NA,NA,NA,NA,1000,0,"null","35","seurat_quint"
1,1,0.68,0.829,NA,NA,NA,NA,NA,1000,0,"null","35","wilcoxon"
1,1,0.002002002002002,0.0760760760760761,NA,NA,NA,NA,NA,999,0,"null","35","deseq2_pb"
1,1,0.003003003003003,0.0870870870870871,NA,NA,NA,NA,NA,999,0,"null","36","dream_blind"
1,1,0.004004004004004,0.0750750750750751,NA,NA,NA,NA,NA,999,0,"null","36","dream_napari"
1,1,0.004004004004004,0.0750750750750751,NA,NA,NA,NA,NA,999,0,"null","36","dream_quint"
1,1,0.677,0.834,NA,NA,NA,NA,NA,1000,0,"null","36","seurat_blind"
1,1,0.664,0.843,NA,NA,NA,NA,NA,1000,0,"null","36","seurat_napari"
1,1,0.664,0.843,NA,NA,NA,NA,NA,1000,0,"null","36","seurat_quint"
1,1,0.678,0.826,NA,NA,NA,NA,NA,1000,0,"null","36","wilcoxon"
1,1,0.005005005005005,0.0730730730730731,NA,NA,NA,NA,NA,999,0,"null","36","deseq2_pb"
NA,1,0,0.073,NA,NA,NA,NA,NA,1000,0,"null","37","dream_blind"
1,1,0.003,0.071,NA,NA,NA,NA,NA,1000,0,"null","37","dream_napari"
1,1,0.003,0.071,NA,NA,NA,NA,NA,1000,0,"null","37","dream_quint"
1,1,0.629,0.805,NA,NA,NA,NA,NA,1000,0,"null","37","seurat_blind"
1,1,0.635,0.808,NA,NA,NA,NA,NA,1000,0,"null","37","seurat_napari"
1,1,0.635,0.808,NA,NA,NA,NA,NA,1000,0,"null","37","seurat_quint"
1,1,0.635,0.807,NA,NA,NA,NA,NA,1000,0,"null","37","wilcoxon"
NA,1,0,0.086,NA,NA,NA,NA,NA,1000,0,"null","37","deseq2_pb"
1,1,0.004004004004004,0.0820820820820821,NA,NA,NA,NA,NA,999,0,"null","38","dream_blind"
1,1,0.003003003003003,0.0760760760760761,NA,NA,NA,NA,NA,999,0,"null","38","dream_napari"
1,1,0.003003003003003,0.0760760760760761,NA,NA,NA,NA,NA,999,0,"null","38","dream_quint"
1,1,0.638,0.806,NA,NA,NA,NA,NA,1000,0,"null","38","seurat_blind"
1,1,0.657,0.812,NA,NA,NA,NA,NA,1000,0,"null","38","seurat_napari"
1,1,0.657,0.812,NA,NA,NA,NA,NA,1000,0,"null","38","seurat_quint"
1,1,0.638,0.8,NA,NA,NA,NA,NA,1000,0,"null","38","wilcoxon"
NA,1,0,0.0692771084337349,NA,NA,NA,NA,NA,996,0,"null","38","deseq2_pb"
NA,1,0,0.051,NA,NA,NA,NA,NA,1000,0,"null","39","dream_blind"
NA,1,0,0.051,NA,NA,NA,NA,NA,1000,0,"null","39","dream_napari"
NA,1,0,0.051,NA,NA,NA,NA,NA,1000,0,"null","39","dream_quint"
1,1,0.62,0.809,NA,NA,NA,NA,NA,1000,0,"null","39","seurat_blind"
1,1,0.624,0.809,NA,NA,NA,NA,NA,1000,0,"null","39","seurat_napari"
1,1,0.624,0.809,NA,NA,NA,NA,NA,1000,0,"null","39","seurat_quint"
1,1,0.625,0.806,NA,NA,NA,NA,NA,1000,0,"null","39","wilcoxon"
NA,1,0,0.0500500500500501,NA,NA,NA,NA,NA,999,0,"null","39","deseq2_pb"
1,1,0.001,0.059,NA,NA,NA,NA,NA,1000,0,"null","4","dream_blind"
1,1,0.001,0.053,NA,NA,NA,NA,NA,1000,0,"null","4","dream_napari"
1,1,0.001,0.053,NA,NA,NA,NA,NA,1000,0,"null","4","dream_quint"
1,1,0.685,0.828,NA,NA,NA,NA,NA,1000,0,"null","4","seurat_blind"
1,1,0.677,0.821,NA,NA,NA,NA,NA,1000,0,"null","4","seurat_napari"
1,1,0.677,0.821,NA,NA,NA,NA,NA,1000,0,"null","4","seurat_quint"
1,1,0.69,0.834,NA,NA,NA,NA,NA,1000,0,"null","4","wilcoxon"
NA,1,0,0.064,NA,NA,NA,NA,NA,1000,0,"null","4","deseq2_pb"
1,1,0.004,0.086,NA,NA,NA,NA,NA,1000,0,"null","40","dream_blind"
1,1,0.006,0.078,NA,NA,NA,NA,NA,1000,0,"null","40","dream_napari"
1,1,0.006,0.078,NA,NA,NA,NA,NA,1000,0,"null","40","dream_quint"
1,1,0.645,0.812,NA,NA,NA,NA,NA,1000,0,"null","40","seurat_blind"
1,1,0.652,0.804,NA,NA,NA,NA,NA,1000,0,"null","40","seurat_napari"
1,1,0.652,0.804,NA,NA,NA,NA,NA,1000,0,"null","40","seurat_quint"
1,1,0.651,0.817,NA,NA,NA,NA,NA,1000,0,"null","40","wilcoxon"
NA,1,0,0.0861723446893788,NA,NA,NA,NA,NA,998,0,"null","40","deseq2_pb"
1,1,0.002,0.092,NA,NA,NA,NA,NA,1000,0,"null","41","dream_blind"
1,1,0.002,0.081,NA,NA,NA,NA,NA,1000,0,"null","41","dream_napari"
1,1,0.002,0.081,NA,NA,NA,NA,NA,1000,0,"null","41","dream_quint"
1,1,0.661,0.806,NA,NA,NA,NA,NA,1000,0,"null","41","seurat_blind"
1,1,0.682,0.811,NA,NA,NA,NA,NA,1000,0,"null","41","seurat_napari"
1,1,0.682,0.811,NA,NA,NA,NA,NA,1000,0,"null","41","seurat_quint"
1,1,0.672,0.802,NA,NA,NA,NA,NA,1000,0,"null","41","wilcoxon"
NA,1,0,0.0681362725450902,NA,NA,NA,NA,NA,998,0,"null","41","deseq2_pb"
1,1,0.005,0.112,NA,NA,NA,NA,NA,1000,0,"null","42","dream_blind"
